None;standing;2;0.9031898,0.32754904,0.9263,0.96777856,0.40278408,0.8480676,0.9381714,0.3799316,0.76694787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42876932,0.8431109,0.9785059,0.5691932,0.8830176,0.9165281,0.67358696,0.86261255,0.93539894,0.62148416,0.7361278,0.9005209,0.61162823,0.7228303,0.84666884,0.75525063,0.83024085,0.8439666,0.9247763,0.84239334,0.96239364,0.64091015,0.72604,0.978609,0.8074717,0.81100726,0.9787121,0.95420796,0.8898124,0.9031489,0.30809772,0.26795357,0.91664577,0.31782067,0.9255652,0.0,0.0,0.0,0.9598598,0.3245806,1.0,0.97583807,1.0,0.8274418,0.997356,0.99670726,0.8397804,0.97848076,0.96740824,0.6894928,0.7847826,0.95106196,0.7640272,0.78737366,0.937984,0.6818309,0.85218275,0.9346966,0.8084772
None;standing;2;0.0,0.0,0.0,0.99613494,0.6987321,0.3066268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961754,0.8116434,0.50717545,0.9924366,0.8022383,0.514856,0.9943246,0.8869372,0.51989883,0.99987334,0.98589265,0.906984,0.99432236,0.80698955,0.43418643,0.996189,0.8869355,0.44706473,0.99999595,0.98116547,0.7990676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99992824,0.99530774,0.55444217,0.99803686,0.9952096,0.4735982,1.0,0.99512124,0.8100711,0.9999456,0.99536014,0.7639511,0.99803656,1.0,0.7269838,0.99812573,0.9906029,1.0
None;standing;2;0.9024078,0.32434183,0.9868963,0.9620067,0.40260443,0.9017568,0.92388034,0.3798894,0.8520864,0.0,0.0,0.0,0.0,0.0,0.0,0.9945659,0.41580912,0.81792057,0.98925894,0.5594551,0.929911,0.9374762,0.66388786,0.86867815,0.92663467,0.6377639,0.7679451,0.8941335,0.6279657,0.7104124,0.8561392,0.7910022,0.89146894,0.8559747,0.92495257,0.91282874,0.9647107,0.64748335,0.7231101,0.98370564,0.81709296,0.7794931,0.9864955,0.9542305,0.89942396,0.90235585,0.3016664,0.56574273,0.9213252,0.30493125,0.98053735,0.0,0.0,0.0,0.9672894,0.32427475,1.0,0.98097384,1.0,0.8257975,1.0,0.99674106,0.8339281,0.98632705,0.9705865,0.7069513,0.81536317,0.97056794,0.82454807,0.8099825,0.9542172,0.85101765,0.8615533,0.9411894,0.8271047
None;standing;2;0.8999239,0.32327485,0.99974597,0.9540234,0.3982371,0.85930574,0.9161507,0.3786533,0.83704853,0.0,0.0,0.0,0.0,0.0,0.0,0.9891915,0.41123575,0.8466,0.98926073,0.55757755,0.92235076,0.9458514,0.6617955,0.9307268,0.92155385,0.6357337,0.8015061,0.8863686,0.6291673,0.70507723,0.85390013,0.791881,0.9209792,0.85103977,0.9251985,0.87711537,0.96204746,0.6422254,0.7378577,0.9836892,0.8177886,0.86974686,0.9838838,0.9512274,0.9028738,0.89979404,0.3005833,0.79732627,0.918889,0.30385873,1.0,0.0,0.0,0.0,0.96224344,0.32003218,0.9667742,0.9784153,1.0,0.83575815,1.0,0.99673766,0.84603894,0.98369,0.9675106,0.71628106,0.8132414,0.9738882,0.8523264,0.80781955,0.95145136,0.83626217,0.85657233,0.9415218,0.82822704
None;standing;2;0.0,0.0,0.0,0.98870826,0.7080521,0.31315112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98868,0.79750377,0.43045273,0.9868212,0.78806764,0.40740606,0.9942967,0.8821848,0.5031719,0.9962734,0.99035746,0.88623375,0.9849443,0.7881115,0.35497802,0.9924441,0.8775574,0.3779606,0.99807084,0.98573977,0.7833681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999942,0.99530375,0.4568209,0.9980505,0.9952173,0.4023758,0.99804986,0.995131,0.8011521,1.0,0.99534065,0.6838642,0.9981102,1.0,0.64470387,0.99622786,0.995011,1.0
None;standing;2;0.8740699,0.32117257,0.9081882,0.9062208,0.39936346,0.87804145,0.84735334,0.380034,0.91094935,0.8339283,0.4876355,0.8345638,0.820486,0.5921495,0.86568075,0.9570865,0.40597475,0.88635707,0.99185807,0.5332832,0.89087796,1.0,0.6605576,0.86838734,0.8928473,0.644245,0.7765665,0.8527238,0.64096767,0.7457247,0.83928466,0.80415225,0.816858,0.82861394,0.9313694,0.8719275,0.9330704,0.6475082,0.7655629,0.9571983,0.81712645,0.8028528,0.9732997,0.9543384,0.8822817,0.86611634,0.29839757,1.0,0.8902451,0.30154,0.9841929,0.0,0.0,0.0,0.92770207,0.30811846,0.8890877,0.9704349,1.0,0.8269223,0.98925734,0.9966646,0.8435592,0.97318316,0.97383565,0.7161331,0.80447114,0.9770026,0.8601508,0.7990237,0.95765287,0.8201924,0.8445973,0.9477982,0.8279892
None;standing;2;0.0,0.0,0.0,0.9887823,0.7082087,0.21641412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99062264,0.7835125,0.43552348,0.9869201,0.7741306,0.44684795,0.99434596,0.8729206,0.5002246,0.9962383,0.9812171,0.87481385,0.9869349,0.78355694,0.37785572,0.9962379,0.8682928,0.42207113,0.9981091,0.97196585,0.76119626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962925,0.99073964,0.75655115,1.0,0.99526906,0.6316928,0.99629396,1.0,0.64575076,0.9944334,0.99063134,1.0
None;standing;2;0.41336367,0.027922817,0.8040687,0.46158123,0.14349943,0.8603555,0.23097959,0.13893543,0.742401,0.13409507,0.2916889,0.7204164,0.0,0.44466758,0.8857391,0.6919888,0.14361334,0.7821888,0.8649358,0.28719667,0.71242625,1.0,0.44447583,0.9194864,0.47112697,0.4816776,0.6548769,0.32693815,0.48166692,0.5757718,0.31692067,0.7176241,0.73592895,0.31713843,0.8937152,0.8300016,0.6245853,0.48167068,0.65327424,0.7209801,0.71303326,0.7136534,0.8366177,0.93058527,0.8192731,0.37483674,0.00010054656,1.0,0.4707826,0.0002334828,0.9711994,0.30799246,0.0,0.0,0.5862382,0.004581176,0.8428852,0.8074615,1.0,0.6842582,0.8748627,0.9953718,0.72199947,0.84582174,0.9582267,0.48106384,0.23057406,0.96282107,0.8016364,0.21099378,0.9397467,0.71845376,0.3746612,0.9212502,0.7219982
None;standing;2;0.0,0.0,0.0,0.9942908,0.75984246,0.21953501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942884,0.7881024,0.3881143,0.99054056,0.77870065,0.3823084,0.99615735,0.8728049,0.4813823,0.99811465,0.9857492,0.90415007,0.9924422,0.792786,0.35246035,0.99807066,0.8681062,0.42103764,0.99996316,0.9810313,0.8110885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999607,0.9952083,0.49073088,0.9980849,0.9951396,0.42013857,0.99994624,0.9950477,0.82319593,1.0,0.9953038,0.7423172,0.99804896,1.0,0.70531845,0.99806297,0.99054337,1.0
None;standing;2;0.42868432,0.023209183,0.7198557,0.47319782,0.13894421,0.58002424,0.26741052,0.14348888,0.50420576,0.13425386,0.29609329,0.86474085,0.0,0.45364758,0.6874804,0.67849904,0.12959914,0.3813417,0.8568089,0.2640671,0.7576192,1.0,0.41225985,0.7258031,0.5002558,0.47683755,0.35084382,0.37474418,0.48130256,0.20130506,0.35713997,0.72208196,0.53856,0.3660772,0.8935108,0.6472565,0.6426957,0.47671556,0.32109722,0.7320859,0.71285003,0.38446856,0.84817845,0.9304247,0.6350799,0.40146887,0.0,0.8081211,0.4907753,4.9067916e-05,1.0,0.347669,0.0046533993,0.43568468,0.5708559,0.0045560426,0.967037,0.82111084,1.0,0.35281298,0.88376534,0.9996349,0.4421282,0.85672987,0.9580406,0.0,0.28572586,0.9625537,0.59169805,0.267604,0.9351152,0.5078206,0.4195017,0.9209791,0.45172063
