None;standing;2;0.5632873,0.026569402,0.88878834,0.5322426,0.15358238,0.97199327,0.25048086,0.14279115,0.6954795,0.047160726,0.29097417,0.72136444,0.07842956,0.44442365,0.55336505,0.87535423,0.16400166,0.7934029,1.0,0.35439625,0.67676675,0.7661806,0.48150152,0.78694963,0.43819442,0.4922327,0.36261252,0.25031713,0.49188033,0.4483862,0.21914886,0.70871043,0.51971525,0.15727,0.9154402,0.6557945,0.6412237,0.49745688,0.48407632,0.7498189,0.71423376,0.5005839,0.7815957,0.94700736,0.49670768,0.5158108,0.0,0.98723185,0.6409727,0.005435329,0.845815,0.39200473,0.021240493,0.5906441,0.7503187,0.031623274,1.0,0.67264265,1.0,0.6641777,0.7821773,0.9999223,0.6138528,0.8131058,0.96263397,0.0,0.03167503,0.9733415,0.3038776,0.0,0.95767945,0.6663021,0.24972147,0.93646044,0.3722485
None;standing;2;0.54877174,0.02656334,0.9044047,0.53268504,0.15329877,1.0,0.2422594,0.13748367,0.47081566,0.03261167,0.2858708,0.7320319,0.032749213,0.44428056,0.6730078,0.87094563,0.15889898,0.5292235,1.0,0.35449684,0.4773431,0.77459943,0.4814351,0.67223555,0.4196928,0.49210572,0.4036937,0.24189101,0.49181944,0.15144336,0.19423068,0.708697,0.37098482,0.17769079,0.9154237,0.5320215,0.6456898,0.4972778,0.4583758,0.7423473,0.71424437,0.3142479,0.7914413,0.94700116,0.42459333,0.51604825,0.0,0.81047696,0.64547586,0.010573542,0.7676751,0.40288666,0.02611722,0.69632804,0.75845325,0.031654853,0.8421421,0.6782178,1.0,0.57321864,0.80657005,0.99995,0.5159244,0.83872885,0.96262765,0.0,0.032554563,0.9682897,0.2958881,0.0,0.9576135,0.5472175,0.25802192,0.94169915,0.40179998
None;standing;2;0.5690442,0.026562847,0.9174644,0.5523766,0.15335694,1.0,0.22453126,0.14277688,0.34503374,0.017607516,0.28596717,0.8496679,0.017457156,0.4442616,0.5723402,0.8793172,0.15882753,0.5514726,1.0,0.35436544,0.47383872,0.8104896,0.47610915,0.46214277,0.4312093,0.49212852,0.48737666,0.1904057,0.49191803,0.14675027,0.19021538,0.70369405,0.39533532,0.17340864,0.9153808,0.5864725,0.6726521,0.4972412,0.29345736,0.74169374,0.7143236,0.25602496,0.84572524,0.9469182,0.4019163,0.5176664,0.0,0.5764275,0.6723402,0.010539084,0.55061966,0.41381142,0.026186299,0.5723255,0.75892234,0.031511597,0.6015308,0.7414935,1.0,0.54863346,0.8622785,0.99988943,0.4989846,0.8964986,0.962634,0.0,0.018819412,0.97340417,0.21875906,0.0,0.9577382,0.502159,0.25959593,0.9363996,0.28469536
None;standing;2;0.55197036,0.026529022,1.0,0.56808656,0.15329352,0.9951471,0.19005251,0.14268397,0.45725122,0.016077496,0.2911129,0.67809653,0.016532121,0.44938275,0.6947252,0.8789379,0.1587744,0.7720014,1.0,0.3386309,0.7055909,0.8100636,0.47613707,0.4654945,0.43107945,0.49207842,0.6054584,0.18940778,0.49188054,0.32288408,0.17325631,0.7035287,0.53159475,0.18969466,0.9154179,0.7171072,0.654819,0.49722245,0.21587296,0.741302,0.71431524,0.47249624,0.8629146,0.9416655,0.4191469,0.46579918,0.0,0.6956132,0.6205376,0.010478058,0.49780935,0.413297,0.021120002,0.121908836,0.74136394,0.026625903,0.9101588,0.75829995,1.0,0.6410318,0.87932414,0.9998596,0.5257474,0.91388434,0.9575429,0.0,0.034306828,0.9733688,0.35459724,0.0,0.9577312,0.5627011,0.27608216,0.9364257,0.36124304
None;standing;2;0.45774168,0.010700015,1.0,0.4756093,0.12980326,0.90623915,0.17018837,0.1294678,0.83995795,0.033880256,0.28501302,0.7805234,0.0,0.41979298,0.7878068,0.8471468,0.13479851,0.8585946,1.0,0.30097005,0.8824419,0.8307197,0.44569653,0.68413925,0.44112638,0.4663935,0.6982028,0.2035759,0.4614768,0.5856646,0.20361818,0.6687665,0.7229183,0.20394681,0.8808077,0.8096309,0.64479065,0.46654195,0.47912297,0.7290003,0.7047012,0.7866298,0.76338214,0.9277284,0.6472365,0.40713403,0.0,0.75354207,0.54296166,0.00020186848,0.8260093,0.306233,0.0051102373,0.0,0.6785601,0.0054059555,0.9089962,0.74613875,1.0,0.7855746,0.8649941,0.98983896,0.8067912,0.746829,0.9534201,0.3300598,0.05135202,0.93280524,0.600434,0.017475996,0.9174873,0.7126728,0.3048838,0.896519,0.65339047
None;standing;2;0.4482595,0.015574281,0.99768233,0.51648414,0.13467222,0.87555915,0.17167427,0.1294857,0.8622851,0.017604321,0.27984565,0.83416533,0.016374724,0.4248035,0.93793243,0.84464586,0.1397314,0.89067507,1.0,0.3108999,0.8569773,0.8433879,0.45580232,0.79098314,0.44766232,0.47136357,0.7486672,0.20697534,0.4664478,0.59541786,0.18990801,0.6785922,0.7851458,0.18971969,0.88572884,0.83863264,0.689112,0.4714695,0.66332006,0.72399044,0.70965666,0.80092835,0.7751908,0.93253213,0.7204425,0.41354054,0.0,0.84681344,0.55158657,0.0050470545,0.8935335,0.310428,0.01006251,0.0,0.7055559,0.010500749,1.0,0.74076545,1.0,0.80332226,0.8617201,0.9946638,0.82494,0.758114,0.95332414,0.40447667,0.034346204,0.9377636,0.670091,0.0,0.9224183,0.751742,0.29227635,0.90144336,0.744082
None;standing;2;0.4573184,0.0107027525,0.9616541,0.54183406,0.12973027,0.95717525,0.1862904,0.124498636,0.856785,0.033963937,0.28006098,0.8720226,0.017421372,0.41975558,0.9934602,0.84713626,0.13487056,0.9342345,1.0,0.3161962,0.8063052,0.83076996,0.4510013,0.8987719,0.4412932,0.46666673,0.7788054,0.25376135,0.46653926,0.69518596,0.20339517,0.6737535,0.79983085,0.18663068,0.8809516,0.86290574,0.6945642,0.4716553,0.7576576,0.7285954,0.70990855,0.820898,0.7624642,0.9276148,0.7759448,0.42319342,0.0,0.9220299,0.5587304,0.00020797619,0.96789783,0.32229325,0.00011939284,0.0,0.69436896,0.00535321,1.0,0.72892845,1.0,0.8372054,0.8476655,0.98977906,0.85428137,0.7455408,0.948307,0.54352546,0.03355941,0.9327838,0.7560868,0.0,0.9174578,0.8004127,0.28734866,0.90183604,0.79318804
None;standing;2;0.43593624,0.015496071,0.94102204,0.5316313,0.13415588,0.99238,0.19334337,0.13372725,0.8108683,0.048368234,0.2887789,0.83262944,0.03241034,0.42274636,0.9720594,0.8227389,0.13928464,0.87053055,1.0,0.31965715,0.75760263,0.8061979,0.45367903,0.8788509,0.43593422,0.46938807,0.73322546,0.25772664,0.4691772,0.7055241,0.24146213,0.6753058,0.82236594,0.17759995,0.8814811,0.858126,0.67674005,0.4744133,0.7677342,0.6936778,0.7113548,0.8123403,0.74150276,0.92815036,0.7575972,0.40329894,0.0,0.93000203,0.5324715,0.0050523924,0.96801805,0.32254168,0.005153149,0.0,0.66187626,0.010399884,1.0,0.6781194,1.0,0.8613689,0.8062679,0.989967,0.8732104,0.72581327,0.95369375,0.5359219,0.03240028,0.9331514,0.7513406,0.0,0.9178923,0.83436346,0.27341855,0.90219307,0.77608377
None;standing;2;0.4446569,0.010627652,0.8955163,0.50843346,0.12966809,0.9921464,0.20668149,0.12933435,0.801338,0.080030166,0.29013628,0.82065654,0.032167662,0.4196538,0.9379501,0.7944214,0.13477892,0.86597,1.0,0.32638666,0.82300436,0.77850175,0.45601615,0.89551103,0.44462603,0.47160783,0.7201313,0.253952,0.46653092,0.7603738,0.23804861,0.6737783,0.8302381,0.15975723,0.88086796,0.83626866,0.65113854,0.4767992,0.7543848,0.698971,0.70998764,0.77110124,0.7142717,0.9327269,0.74283,0.39661276,0.0,0.95111006,0.5090413,0.00012797937,0.96244884,0.33396357,0.0050543207,0.0,0.65086395,0.0053889803,1.0,0.6668168,1.0,0.8571834,0.7779216,0.9948497,0.86622506,0.68312734,0.9534136,0.5621026,0.016933035,0.932762,0.7377285,0.0,0.9173845,0.8224903,0.253694,0.90168613,0.7653886
None;standing;2;0.46958223,0.0106000975,0.8771217,0.5156715,0.12981556,1.0,0.23479208,0.12945151,0.7871511,0.11029683,0.28519744,0.76978105,0.04751889,0.41990283,0.8695192,0.7975788,0.13496543,0.75674087,1.0,0.32132947,0.8193996,0.7815432,0.46106687,0.8503762,0.4536374,0.46667454,0.580032,0.2507182,0.4664065,0.68063277,0.23466662,0.67374384,0.7418375,0.17257096,0.88092625,0.7262238,0.6415609,0.47183868,0.5957844,0.71931386,0.7099264,0.5638076,0.70368814,0.92781866,0.6049236,0.3918702,0.0,0.88000226,0.51684046,2.3267796e-05,0.869906,0.35959244,0.005413657,0.0,0.64195055,0.0055003776,0.9576672,0.6565562,1.0,0.7527529,0.7661949,0.9899351,0.74647737,0.6878918,0.9534366,0.2607256,0.016615812,0.9279032,0.61428267,0.0,0.91742194,0.72175074,0.25051445,0.9018647,0.7063174
