Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.63984865,0.51421267,1.0,0.71766144,0.514305,0.95214164,0.6689154,0.52122605,0.74597996,0.56196624,0.5176794,0.84351784,0.48079103,0.49001604,0.9365236,0.7696151,0.507282,0.85534596,0.7921423,0.6053046,0.930641,0.68853396,0.59112537,0.91078836,0.7987772,0.68201566,0.9049,0.7631778,0.68540484,0.93576807,0.7111115,0.81483483,0.93466467,0.7111857,0.96174103,0.9893091,0.84087086,0.68188554,0.8762773,0.9090233,0.8079137,0.8401307,0.9642534,0.93345517,0.90978676,0.6364071,0.49690223,0.3128312,0.65272176,0.48997265,0.98116046,0.0,0.0,0.0,0.6883922,0.4654822,0.97830296,0.9966519,0.9614862,0.99340564,1.0,0.9441056,0.94674695,0.95449454,0.93720436,0.83922976,0.67866135,1.0,0.8588352,0.6658205,0.9896966,0.9020864,0.71770865,0.97555554,0.91997373
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.64297086,0.51426923,1.0,0.72084934,0.5143656,0.94819546,0.6689915,0.5214166,0.7658862,0.5619098,0.51798695,0.8811171,0.4808974,0.49002543,0.92882454,0.7728133,0.50723904,0.84326947,0.7921336,0.60862887,0.92963314,0.6916957,0.58762765,0.8928584,0.79549646,0.6820554,0.91913146,0.76297617,0.6855069,0.92465925,0.7110206,0.81824815,0.925276,0.7111936,0.9617294,0.98230743,0.83771014,0.6818786,0.8570965,0.90582955,0.8043255,0.8474516,0.96738344,0.93003315,0.9033566,0.6364509,0.50378865,0.24894948,0.6527315,0.49004218,0.97943014,0.0,0.0,0.0,0.688437,0.4688323,0.9694157,0.99662286,0.95813495,0.9862499,1.0,0.9406339,0.9727297,0.9576863,0.9370512,0.834478,0.6817931,1.0,0.85924673,0.6689094,0.9896916,0.8885092,0.7207993,0.9721884,0.9031356
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.6441935,0.51417637,0.9547109,0.715382,0.51433414,0.94573194,0.66036797,0.521292,0.7761188,0.57296246,0.53184044,0.78165406,0.49542382,0.50379944,0.82912385,0.77673054,0.500382,0.81428313,0.78648055,0.6121402,0.86302394,0.6926617,0.58073556,0.8621212,0.7898631,0.68207145,0.92216057,0.7604084,0.68555087,0.90108293,0.7087886,0.8182419,0.9348682,0.71193683,0.96172065,0.9660733,0.8350001,0.6818789,0.8392249,0.9061153,0.80440277,0.8398726,0.96748024,0.9266361,0.9145987,0.6345372,0.50029725,0.19654736,0.6538652,0.48995227,1.0,0.0,0.0,0.0,0.68636465,0.46887067,0.93108547,0.9935846,0.9580469,0.9427956,1.0,0.9372874,0.9438735,0.96108705,0.933812,0.82909346,0.6796691,1.0,0.86753464,0.66686255,0.98968107,0.8757945,0.7217491,0.9721538,0.86282706
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.6485032,0.51251704,0.8995685,0.7162917,0.51601744,0.9088236,0.6614953,0.5197306,0.78920126,0.57756007,0.54389733,0.806511,0.50999224,0.516047,0.85080135,0.77752125,0.50543773,0.80015373,0.7872261,0.61069095,0.827164,0.6937082,0.57571876,0.845202,0.78727984,0.6842957,0.8961946,0.75497174,0.6877856,0.85944104,0.70658654,0.8209406,0.8866579,0.7097122,0.96486866,0.93230444,0.83222675,0.6808389,0.79055244,0.9032599,0.80359465,0.82720745,0.96435755,0.92281246,0.8679036,0.63266176,0.4950093,0.31104365,0.6549435,0.49140608,1.0,0.0,0.0,0.0,0.68731,0.46690324,0.9002316,0.9935563,0.9543511,0.88534087,1.0,0.94020724,0.91627854,0.95482606,0.9367979,0.802821,0.6806494,1.0,0.85090595,0.6679354,0.99294513,0.85939723,0.7194708,0.9753028,0.8297451
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.65182173,0.5055448,0.89473706,0.72267234,0.5159514,0.8906148,0.6646969,0.5194674,0.8256556,0.5808511,0.5474324,0.7766827,0.52615374,0.52313286,0.839763,0.7806525,0.5089584,0.81408983,0.7871625,0.6107378,0.7744344,0.7033613,0.5757476,0.88560516,0.78718317,0.68431705,0.89925903,0.75487167,0.6877869,0.8501678,0.70654,0.8244352,0.91906065,0.7096859,0.964868,0.93280077,0.82908744,0.6808753,0.7869568,0.9032639,0.80358267,0.8342408,0.9644271,0.919323,0.8840456,0.6389299,0.49153185,0.33597627,0.65509874,0.48798472,1.0,0.0,0.0,0.0,0.6905308,0.4634695,0.93227416,0.99351394,0.95079684,0.8841453,1.0,0.93692696,0.9358036,0.9580816,0.93674964,0.79856825,0.6806542,1.0,0.85467774,0.6679419,0.9929567,0.8652673,0.7194573,0.9719879,0.83344793
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.655036,0.49503067,1.0,0.7258923,0.51594627,0.9464588,0.6647778,0.5195223,0.89469534,0.5969503,0.55104244,0.8338242,0.54225445,0.543987,0.95220006,0.78389496,0.49857816,0.88089216,0.7904957,0.6141571,0.81253093,0.7097446,0.5755402,0.9682699,0.7872255,0.6841922,0.93658644,0.75493884,0.68443376,0.89850295,0.7066556,0.8210773,0.95703995,0.70976543,0.9648953,0.98123693,0.82907456,0.6807517,0.8051735,0.90012836,0.80010164,0.89416724,0.9643821,0.91585916,0.9274799,0.6486169,0.48785535,0.45282722,0.65833193,0.48442996,0.9945374,0.0,0.0,0.0,0.7033341,0.4600576,0.99735755,0.99362624,0.943899,0.9231118,1.0,0.93678445,0.9735956,0.95488137,0.9333308,0.8333412,0.68077964,1.0,0.9088683,0.671201,0.9929689,0.91014284,0.71957827,0.97197855,0.86898845
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.65815425,0.4913647,1.0,0.725955,0.51583934,0.8808724,0.6615728,0.51956934,0.87614495,0.6034303,0.55459434,0.80656475,0.5551225,0.54760736,0.9460101,0.78406584,0.495072,0.8716811,0.80657494,0.61070627,0.7824699,0.71945834,0.5722097,0.856261,0.78718954,0.6841611,0.8752487,0.75490135,0.68440235,0.8427373,0.7067285,0.8210362,0.891479,0.70976335,0.9648985,0.9286401,0.825893,0.67734486,0.75277084,0.903276,0.80003935,0.8580277,0.9613534,0.9123463,0.9026223,0.65483564,0.48093915,0.3792038,0.66156924,0.47399864,0.8851595,0.0,0.0,0.0,0.70655024,0.45982254,0.96110463,0.9936195,0.9404328,0.8704826,1.0,0.93336946,0.87577116,0.9548618,0.9263133,0.74728,0.6808644,1.0,0.86398774,0.6743349,0.99296355,0.8748631,0.71955556,0.9719708,0.8107119
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.66157264,0.48451582,0.97819966,0.7292645,0.50905496,0.92823476,0.6615543,0.5194884,0.94189364,0.6033837,0.5685906,0.8380392,0.57441604,0.55109274,0.89267147,0.7872084,0.49168718,0.95019627,0.80988806,0.6071285,0.8778673,0.73235154,0.5685801,0.93472624,0.78728694,0.6841891,0.9355854,0.7549765,0.6843924,0.90026504,0.70984095,0.8244457,0.95951813,0.7099067,0.9648492,0.97868985,0.8291784,0.6807455,0.8130894,0.90008336,0.7966171,0.90242225,0.96136904,0.91212624,0.9539996,0.658207,0.46695673,0.67067283,0.6775798,0.463476,1.0,0.0,0.0,0.0,0.71000606,0.4564194,0.9953628,0.993605,0.94029874,0.92561764,1.0,0.93320537,0.90146285,0.9548917,0.91926444,0.78308207,0.68394154,1.0,0.92138946,0.67751306,0.9929525,0.9360876,0.7259214,0.9718754,0.861872
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.6732912,0.47404817,0.8491931,0.7347206,0.49853668,0.8845074,0.66372716,0.51614386,0.8653069,0.5860853,0.57581264,0.6921979,0.5827173,0.55812943,0.8270431,0.7930142,0.49148023,0.89238167,0.8124222,0.6001803,0.8725248,0.7347989,0.55125767,0.87918574,0.789913,0.6842701,0.86500293,0.7574413,0.68449295,0.8484124,0.71225625,0.82449913,0.8874831,0.71532327,0.96491426,0.8987423,0.8350915,0.68081176,0.79065067,0.9093946,0.79668355,0.8638037,0.96439713,0.9088247,0.8890673,0.6636391,0.4633911,0.55099493,0.68296736,0.45997506,1.0,0.0,0.0,0.0,0.7218367,0.4424091,0.85513604,0.9966301,0.93694913,0.9326941,1.0,0.92294264,0.8533683,0.95475554,0.9125424,0.76062083,0.68630016,1.0,0.8733689,0.6828449,0.9929842,0.90959597,0.73153263,0.9719381,0.81426036
Videos\boxing\VID_20190326_154300.mp4;boxing;0;0.68512475,0.4635353,1.0,0.7403795,0.49500698,0.9600224,0.68503416,0.5125256,0.89386797,0.613747,0.55470693,0.73940754,0.6007723,0.5582008,0.78886586,0.8051868,0.4880821,0.87818635,0.8246363,0.5932331,0.8474755,0.74361515,0.54763484,0.9018998,0.795487,0.68091565,0.8752888,0.7628646,0.68441117,0.89567477,0.71757925,0.82120425,0.90211296,0.72085845,0.96482587,0.8901535,0.84082377,0.6773179,0.81826556,0.91223645,0.796478,0.8773332,0.96090156,0.9053267,0.8687053,0.6817649,0.45635533,0.6403663,0.6915799,0.45296037,0.93162405,0.0,0.0,0.0,0.7369762,0.4354955,0.9922848,0.9967486,0.936739,0.97001463,1.0,0.91927195,0.88823426,0.9511834,0.9123283,0.84666175,0.6884876,1.0,0.91267323,0.6850814,0.9929741,0.9598179,0.7370217,0.9719129,0.8657589
