Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.8880837,0.16987129,1.0,0.91280425,0.2889395,0.9793925,0.87336504,0.29656374,0.9147142,0.8618203,0.44256577,0.94548404,0.85692513,0.5348183,0.9174959,0.9522555,0.2773542,0.82627296,1.0,0.38132975,0.9091302,0.9736452,0.5080854,0.8701142,0.9078722,0.55413455,0.73890704,0.88647693,0.55794454,0.7740423,0.9127579,0.7539448,0.81306934,0.94081646,0.9424377,0.84836,0.92765546,0.5541806,0.7622102,0.91441727,0.75021887,0.88905203,0.8995999,0.96919036,0.8748201,0.8848576,0.15830071,0.8880707,0.8979821,0.15814579,0.8988527,0.0,0.0,0.0,0.9194055,0.16574216,0.8714393,0.8733371,0.9769484,0.7319123,0.8848293,0.9961703,0.6966424,0.8996901,0.9999159,0.7698583,0.93918484,1.0,0.8548609,0.93090326,0.996177,0.83433837,0.9522787,0.96165,0.7613013
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.88798153,0.1698331,1.0,0.91426957,0.2888928,0.9751133,0.873206,0.29286498,0.9161018,0.8616785,0.4463882,0.96829534,0.8517659,0.5386364,0.9608301,0.953832,0.27740958,0.83757365,1.0,0.38488188,0.9246985,0.97033024,0.50821096,0.9052871,0.9044977,0.5541188,0.7759272,0.88631576,0.55795395,0.75502205,0.91426873,0.7501674,0.8208306,0.94242805,0.9462868,0.8394312,0.9275243,0.55412036,0.7856308,0.91267705,0.7463765,0.8252738,0.8945737,0.9693088,0.826596,0.8846791,0.15820426,0.85551465,0.896256,0.15437359,0.88658214,0.0,0.0,0.0,0.9177089,0.1657435,0.8974913,0.86330456,0.98842704,0.7577455,0.8747978,0.9998806,0.730578,0.899489,0.9999647,0.77723676,0.9406927,1.0,0.88171655,0.93079877,0.9961854,0.90373415,0.953881,0.9654038,0.7966458
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.88923794,0.16892841,1.0,0.91406816,0.28758493,0.9513388,0.874414,0.2915651,0.9254269,0.86279875,0.44459134,0.9595116,0.85284245,0.54425275,0.96628666,0.95531154,0.26867935,0.8615781,1.0,0.3833992,0.9734063,0.97180843,0.5060829,0.9877212,0.9057841,0.55198824,0.81728905,0.8859327,0.5595183,0.7565268,0.9157313,0.75108147,0.8755887,0.9455424,0.95004815,0.86118627,0.9288656,0.5481464,0.74939126,0.90587234,0.7472607,0.90124476,0.8909506,0.9693717,0.8816841,0.8826454,0.14989471,0.8929526,0.8958847,0.14607431,0.92709595,0.0,0.0,0.0,0.9206333,0.16141137,0.9272081,0.8644832,0.9922029,0.8398616,0.8760702,1.0,0.7739518,0.89263153,0.9999875,0.77373326,0.9421377,0.99605846,0.86655444,0.9322765,0.99221617,0.89803976,0.9570326,0.96531284,0.82357556
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.8874914,0.16202956,0.9528472,0.91232944,0.2784839,0.90195864,0.87259775,0.282396,0.9035729,0.85935974,0.42891923,0.88153505,0.85268295,0.5379162,0.95766973,0.95366764,0.25987452,0.8822853,1.0,0.3727271,1.0,0.9686179,0.49650934,0.9274848,0.90406793,0.541618,0.796042,0.8808913,0.5454252,0.79116046,0.91564715,0.74078226,0.82261527,0.9470674,0.9285205,0.8583688,0.9222835,0.5379121,0.762758,0.9072898,0.7370114,0.9349718,0.8923787,0.9586337,0.8616193,0.8825102,0.13962927,0.9391625,0.8957311,0.13599657,0.9959674,0.0,0.0,0.0,0.92064166,0.14711338,0.93587035,0.8642806,0.98488784,0.8040242,0.87589496,1.0,0.8085051,0.89408183,0.9886287,0.7619421,0.9437665,0.9775093,0.8577115,0.9355017,0.97372603,0.848798,0.957032,0.94727176,0.70353496
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.88704073,0.15416557,0.864681,0.91032714,0.2664705,0.9070719,0.8705159,0.2776626,0.8876767,0.85724485,0.42735696,0.87852633,0.85049284,0.54710484,0.87305033,0.950236,0.25536692,0.8678729,1.0,0.3748394,0.93127257,0.96346915,0.49473625,0.92942256,0.9003545,0.54709285,0.7591273,0.88204503,0.5472338,0.7792967,0.910274,0.7380552,0.8044318,0.94856715,0.940113,0.80672926,0.9219437,0.5434746,0.77623993,0.9087114,0.7380453,0.85230875,0.8952926,0.95900476,0.8263372,0.88373655,0.13536856,0.96494144,0.89699554,0.13177085,1.0,0.0,0.0,0.0,0.9235267,0.1356209,0.946154,0.8671054,0.9851377,0.79828,0.87875265,1.0,0.82179445,0.8970161,0.98889273,0.78757036,0.93857795,0.9702917,0.66807663,0.9385141,0.9700192,0.6544628,0.9568101,0.96266943,0.67246866
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.88825583,0.14287446,0.9212441,0.9132454,0.25535434,1.0,0.8747613,0.26634046,0.90491015,0.8598702,0.4273105,0.92465854,0.84820306,0.5507154,0.9672248,0.9533075,0.25157166,0.8982627,1.0,0.3712135,0.93041104,0.9665508,0.49108788,0.94093823,0.90149194,0.5396464,0.7982204,0.8798129,0.54334426,0.7309983,0.90655583,0.7454819,0.7934483,0.9531978,0.9400723,0.83925235,0.9248313,0.5395958,0.7346493,0.913267,0.73810863,0.8822606,0.8997724,0.9626735,0.8525703,0.88657767,0.13156813,0.9645106,0.8998746,0.13145067,0.99753696,0.0,0.0,0.0,0.9265732,0.13536197,0.9701027,0.87143016,0.9888591,0.8175043,0.8831381,1.0,0.8289767,0.9015377,0.99254864,0.83361375,0.9432547,0.96999645,0.5853995,0.9432347,0.96635616,0.5543226,0.95824975,0.9589011,0.75942373
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.89254606,0.13536547,1.0,0.9160647,0.2515423,0.9580647,0.87742406,0.25533202,0.9071447,0.8624321,0.41611737,0.84528565,0.8507419,0.55080396,0.97175765,0.9563148,0.24768086,0.8506962,1.0,0.36741382,0.91860515,0.9630651,0.4908252,0.87941664,0.90430623,0.53215533,0.78942454,0.87923974,0.5358231,0.764549,0.9026511,0.7379983,0.85855913,0.9463384,0.90259975,0.8155508,0.92283046,0.53578115,0.7355773,0.9176863,0.7340757,0.8969931,0.9026107,0.96256804,0.81534463,0.8908886,0.12037992,0.8652703,0.90426564,0.116736144,0.94128513,0.0,0.0,0.0,0.9295129,0.13168067,0.94750184,0.8724532,0.99246365,0.77184486,0.8842118,1.0,0.7702319,0.90439415,0.99238396,0.8323865,0.95800644,0.96991426,0.8271128,0.9462835,0.96986663,0.86136246,0.95805377,0.90634984,0.6891917
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.8924284,0.13118419,1.0,0.9109917,0.2503733,0.9261221,0.8723452,0.25418368,0.8984776,0.8589007,0.4071875,0.8522483,0.8504466,0.5414153,0.91614705,0.9512806,0.23554082,0.8390205,1.0,0.3622885,0.9252064,0.9613879,0.4853878,0.9244206,0.90254146,0.5339946,0.74725616,0.8790659,0.53396004,0.7898728,0.89251995,0.7465585,0.87009805,0.9428591,0.87694544,0.8652544,0.9210917,0.54137266,0.7737526,0.9143381,0.7316953,0.84483385,0.90257573,0.96268296,0.824894,0.8890991,0.108858734,0.8851058,0.902546,0.10880471,0.9314743,0.0,0.0,0.0,0.92442745,0.13103288,0.9256602,0.87234014,0.9926348,0.81750226,0.8857816,1.0,0.78866595,0.9059517,0.985197,0.8111439,0.95794326,0.9665067,0.83642536,0.9462005,0.96274525,0.8426062,0.94965196,0.8731978,0.8004255
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.88562363,0.12742086,0.8958181,0.90916663,0.24673887,0.94625056,0.8704384,0.25403523,0.9083325,0.8554074,0.40705714,0.87583035,0.84522575,0.54131687,0.87074184,0.9495157,0.22825363,0.85254025,1.0,0.35124862,0.8626065,0.96131486,0.47426087,0.87652624,0.89736515,0.5339138,0.76617455,0.87550515,0.5302131,0.71778095,0.882214,0.7315146,0.9030176,0.9360395,0.85835755,0.8588622,0.920992,0.5412669,0.7724748,0.9108766,0.7314443,0.8626481,0.90575576,0.9626735,0.80664116,0.8839386,0.10511145,0.88765234,0.8957697,0.10508173,1.0,0.0,0.0,0.0,0.92270154,0.12728162,0.90301853,0.87215686,0.9961411,0.79335517,0.8856498,1.0,0.74737406,0.9091653,0.98141015,0.71790487,0.9394593,0.9626525,0.7441932,0.93435746,0.9441279,0.74002403,0.9478687,0.85456884,0.8433633
Videos\walking\V_20190326_152733_vHDR_On.mp4;walking;2;0.8881308,0.112584524,0.9222503,0.91349196,0.24668373,0.9435347,0.87294686,0.2506063,0.9477194,0.8594151,0.40345716,0.90585476,0.8475156,0.53382325,0.9130109,0.952488,0.22821206,0.838412,1.0,0.3473752,0.895848,0.9643719,0.47419646,0.85598546,0.90003115,0.52646506,0.7966527,0.8745966,0.5263649,0.79168624,0.87461376,0.7277175,0.9310884,0.9339184,0.85077715,0.88281804,0.9254141,0.5301109,0.7454971,0.9153115,0.7313165,0.89035463,0.91180795,0.9626549,0.8198163,0.88650674,0.10123256,0.92933744,0.90001607,0.101325005,1.0,0.0,0.0,0.0,0.927083,0.11992856,0.90737987,0.8763026,0.99620426,0.79674315,0.8898866,1.0,0.7592897,0.91692597,0.97762,0.78010553,0.92880195,0.93663925,0.5358249,0.92713135,0.9253441,0.4629571,0.94574326,0.85067856,0.87039614
